qs_rank;country_territory;region;name;description;country;city;latitude;longitude;website;image_url;institution_profile;teaching_languages
350;Austria;Europa;Uniwersytet w Innsbrucku;Uniwersytet w Innsbrucku to austriacki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Innsbruck. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Austria;Innsbruck;47.263055555;11.383888888;https://www.uibk.ac.at;http://commons.wikimedia.org/wiki/Special:FilePath/Hauptgeb%C3%A4ude%20der%20Universit%C3%A4t%20Innsbruck.jpg;ogólny;niemiecki, angielski
22;Niemcy;Europa;Uniwersytet Techniczny w Monachium;Uniwersytet Techniczny w Monachium to jedna z najważniejszych uczelni technicznych w Niemczech, silna w inżynierii, informatyce, naukach przyrodniczych i medycynie. Uczelnia mocno stawia na przedsiębiorczość, transfer technologii i współpracę z przemysłem Bawarii.;Niemcy;Munich;48.148055555;11.568055555;https://www.tum.de/;http://commons.wikimedia.org/wiki/Special:FilePath/Technische%20Universitaet%20Muenchen-1.jpg;techniczny;niemiecki, angielski
58;Niemcy;Europa;Uniwersytet Ludwika i Maksymiliana w Monachium;Uniwersytet Ludwika i Maksymiliana w Monachium to niemiecki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Munich. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Niemcy;Munich;48.150833333;11.580277777;https://www.lmu.de/;http://commons.wikimedia.org/wiki/Special:FilePath/Facultad%20de%20Derecho%20de%20la%20Universidad%20Ludwig-Maximilian%2C%20M%C3%BAnich%2C%20Alemania%2C%202012-04-30%2C%20DD%2002.jpg;ogólny;niemiecki, angielski
575;Niemcy;Europa;Uniwersytet w Jenie;Uniwersytet w Jenie to niemiecki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Jena. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Niemcy;Jena;50.928333333;11.582222222;https://www.uni-jena.de/;http://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A4ts%20Hauptgeb%C3%A4ude.%20Jena.jpg;ogólny;niemiecki, angielski
951-1000;Włochy;Europa;Uniwersytet w Ferrara;Uniwersytet w Ferrara to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Ferrara. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Włochy;Ferrara;44.842166666;11.616305555;http://www.unife.it;http://commons.wikimedia.org/wiki/Special:FilePath/03%20Palazzo%20di%20Renata%20di%20Francia.%20Noto%20anche%20come%20palazzo%20di%20San%20Francesco%2C%20palazzo%20Gavassini%2C%20o%20palazzo%20Pareschi.jpg;ogólny;włoski, angielski
202;Szwecja;Europa;Uniwersytet w Göteborgu;Uniwersytet w Göteborgu to szwedzki uniwersytet o szerokim profilu kształcenia i badań. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Szwecja;Gothenburg Municipality;57.698333333;11.971666666;https://www.gu.se;http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%B6teborgs%20universitet%20-%20huvudbyggnaden.jpg;ogólny;szwedzki, angielski
165;Szwecja;Europa;Chalmers University of Technology;Chalmers University of Technology to szwedzka uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.;Szwecja;Gothenburg Municipality;57.688333333;11.976666666;http://www.chalmers.se/;http://commons.wikimedia.org/wiki/Special:FilePath/Chalmers%20entrance.jpg;techniczny;angielski
691;Niemcy;Europa;Uniwersytet w Regensburg;Uniwersytet w Regensburg to niemiecki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Regensburg. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Niemcy;Regensburg;48.9992339;12.0931658;https://www.uni-regensburg.de/;http://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A4t%20Regensburg%20Forum.jpg;ogólny;niemiecki, angielski
851-900;Włochy;Europa;Universita' degli Studi della Tuscia;Universita' degli Studi della Tuscia to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Viterbo. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Włochy;Viterbo;42.413361111;12.112611111;http://www.unitus.it/;http://commons.wikimedia.org/wiki/Special:FilePath/ChiostroUniversity.jpg;ogólny;włoski, angielski
851-900;Niemcy;Europa;Uniwersytet w Rostock;Uniwersytet w Rostock to niemiecki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Rostock. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Niemcy;Rostock;54.088133333;12.133372222;https://www.uni-rostock.de/;http://commons.wikimedia.org/wiki/Special:FilePath/Rostock%20asv2018-05%20img29%20University.jpg;ogólny;niemiecki, angielski
901-950;Włochy;Europa;Uniwersytet degli Studi Roma Tre;Uniwersytet degli Studi Roma Tre to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Rome. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Włochy;Rome;41.8625;12.478888888;http://www.uniroma3.it;http://commons.wikimedia.org/wiki/Special:FilePath/Roma%203%20Economia%2001821-2.JPG;ogólny;włoski, angielski
128;Włochy;Europa;Uniwersytet Sapienza w Rzymie;Uniwersytet Sapienza w Rzymie to włoski uniwersytet badawczy o szerokim profilu akademickim z siedzibą w Rome. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.;Włochy;Rome;41.903333333;12.515833333;https://www.uniroma1.it/en/;http://commons.wikimedia.org/wiki/Special:FilePath/Sapienza%20entrance%20%2820040201351%29.jpg;ogólny;włoski, angielski
107;Dania;Europa;Duński Uniwersytet Techniczny;Duński Uniwersytet Techniczny to duńska uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.;Dania;;55.786154962;12.523358653;http://www.dtu.dk;http://commons.wikimedia.org/wiki/Special:FilePath/DTU%2003-05-06%2003.jpg;techniczny;angielski
355;Włochy;Europa;Uniwersytet Rzymski Tor Vergata;Uniwersytet Rzymski Tor Vergata to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Rome. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Włochy;Rome;41.849444444;12.627222222;https://web.uniroma2.it/it;http://commons.wikimedia.org/wiki/Special:FilePath/Nuovorettorato.jpg;ogólny;włoski, angielski
477;Niemcy;Europa;Uniwersytet w Potsdam;Uniwersytet w Potsdam to niemiecki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Potsdam. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Niemcy;Potsdam;52.4010314;13.0119098;https://www.uni-potsdam.de/;http://commons.wikimedia.org/wiki/Special:FilePath/Potsdam%20Sanssouci%2007-2017%20img2.jpg;ogólny;niemiecki, angielski
650;Austria;Europa;Uniwersytet Paris Lodron w Salzburgu;Uniwersytet Paris Lodron w Salzburgu to austriacki uniwersytet badawczy o szerokim profilu akademickim. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.;Austria;;47.797222222;13.048055555;https://www.plus.ac.at/;http://commons.wikimedia.org/wiki/Special:FilePath/BuildingUniversitySalzburg1.jpg;ogólny;niemiecki, angielski
72;Szwecja;Europa;Uniwersytet w Lund;Uniwersytet w Lund to szwedzki uniwersytet o szerokim profilu kształcenia i badań. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Szwecja;Lund Municipality;55.705833333;13.193333333;https://www.lu.se;http://commons.wikimedia.org/wiki/Special:FilePath/Universitetsbyggnaden%2C%20Lund.JPG;ogólny;szwedzki, angielski
1001-1200;Włochy;Europa;Uniwersytet w Udine;Uniwersytet w Udine to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Udine. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Włochy;Udine;46.080833333;13.211666666;https://www.uniud.it;http://commons.wikimedia.org/wiki/Special:FilePath/Udine%2C%20palazzo%20florio%2001.JPG;ogólny;włoski, angielski
88;Niemcy;Europa;Wolny Uniwersytet Berliński;Wolny Uniwersytet Berliński to niemiecka uczelnia lub szkoła wyższa o silnym profilu ekonomicznym, menedżerskim i społecznym z siedzibą w Berlin. Wyróżnia się programami związanymi z biznesem, finansami, analizą danych, administracją lub polityką publiczną, często prowadzonymi w środowisku międzynarodowym.;Niemcy;Berlin;52.4543245;13.2934768;https://www.fu-berlin.de/;http://commons.wikimedia.org/wiki/Special:FilePath/Freie%20Universitaet%20Berlin%20-%20Gebaeudekomplex%20Rost-%20und%20Silberlaube.jpg;ogólny;niemiecki, angielski
145;Niemcy;Europa;Uniwersytet Techniczny w Berlinie;Uniwersytet Techniczny w Berlinie to niemiecka uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych z siedzibą w Berlin. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.;Niemcy;Berlin;52.511944444;13.326388888;https://www.tu.berlin/;http://commons.wikimedia.org/wiki/Special:FilePath/TU%20Berlin%20Hauptgebaeude070710%20UlrichDahl.jpg;techniczny;niemiecki, angielski
487;Niemcy;Europa;Uniwersytet Techniczny w Bergakademie Freiberg;Uniwersytet Techniczny w Bergakademie Freiberg to niemiecka uczelnia lub szkoła wyższa o silnym profilu ekonomicznym, menedżerskim i społecznym z siedzibą w Freiberg. Wyróżnia się programami związanymi z biznesem, finansami, analizą danych, administracją lub polityką publiczną, często prowadzonymi w środowisku międzynarodowym.;Niemcy;Freiberg;50.918361111;13.3407;https://tu-freiberg.de/;http://commons.wikimedia.org/wiki/Special:FilePath/Glueck.jpg;techniczny;niemiecki, angielski
1401+;Czechy;Europa;Uniwersytet Zachodnioczeski w Pilźnie;Uniwersytet Zachodnioczeski w Pilźnie to czeski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Plzeň. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Czechy;Plzeň;49.718611111;13.353611111;https://www.zcu.cz/;http://commons.wikimedia.org/wiki/Special:FilePath/ZCU-FAV-FST-UUD1.jpg;ogólny;czeski, angielski
801-850;Włochy;Europa;Uniwersytet w Palermo;Uniwersytet w Palermo to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Palermo. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Włochy;Palermo;38.11768;13.370131;https://www.unipa.it/;http://commons.wikimedia.org/wiki/Special:FilePath/Facolt%C3%A0%20di%20Architettura%20a%20Palermo.jpg;ogólny;włoski, angielski
130;Niemcy;Europa;Uniwersytet Humboldtów w Berlinie;Uniwersytet Humboldtów w Berlinie to niemiecki uniwersytet badawczy o szerokim profilu akademickim z siedzibą w Berlin. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.;Niemcy;Berlin;52.518055555;13.393333333;https://www.hu-berlin.de/;http://commons.wikimedia.org/wiki/Special:FilePath/Berl%C3%ADn%20Humboldtova%20univerzita%203.jpg;ogólny;niemiecki, angielski
801-850;Włochy;Europa;Universita' Politecnica delle Marche - UNIVPM;Universita' Politecnica delle Marche - UNIVPM to włoska uczelnia techniczna, której oferta i badania koncentrują się na inżynierii, informatyce oraz naukach ścisłych z siedzibą w Ancona. Uczelnia stawia na zastosowania praktyczne, pracę projektową i współpracę z otoczeniem gospodarczym.;Włochy;Ancona;43.6173;13.5127;https://www.univpm.it/Entra/;http://commons.wikimedia.org/wiki/Special:FilePath/UnivPM-Rettorato.jpg;techniczny;włoski, angielski
218;Niemcy;Europa;Uniwersytet Techniczny w Dreźnie;Uniwersytet Techniczny w Dreźnie to niemiecka uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych z siedzibą w Dresden. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.;Niemcy;Dresden;51.028055555;13.726666666;https://tu-dresden.de/;http://commons.wikimedia.org/wiki/Special:FilePath/TU-Dresden-Georg-Schumann-Bau.jpg;techniczny;niemiecki, angielski
1201-1400;Słowenia;Europa;Uniwersytet Primorski;Uniwersytet Primorski to słoweński uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Koper. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Słowenia;Koper;45.5483;13.7294;http://www.upr.si;http://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Primorska%2002.jpg;ogólny;słoweński, angielski
751-760;Włochy;Europa;Uniwersytet w Trieste;Uniwersytet w Trieste to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Trieste. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Włochy;Trieste;45.6585;13.79318;https://units.it;http://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A0%20degli%20studi%20di%20Trieste%2C%20Italia.jpg;ogólny;włoski, angielski
731-740;Rosja;Europa;Dalekowschodni Uniwersytet Federalny;Dalekowschodni Uniwersytet Federalny to rosyjski uniwersytet publiczny o szerokiej ofercie kształcenia i zapleczu badawczym z siedzibą w Primorsky Krai. Uczelnia rozwija kierunki humanistyczne, społeczne, przyrodnicze i techniczne, a jej znaczenie często wykracza poza region, w którym działa.;Rosja;Primorsky Krai;43.029166666;131.891944444;https://www.dvfu.ru/;http://commons.wikimedia.org/wiki/Special:FilePath/Far%20Eastern%20Federal%20University%202.JPG;ogólny;angielski, język lokalny
1001-1200;Włochy;Europa;Uniwersytet im. G. D'Annunzio w Chieti-Pescara;Uniwersytet im. G. D'Annunzio w Chieti-Pescara to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Chieti. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Włochy;Chieti;42.3696129;14.1457;https://www.unich.it;http://commons.wikimedia.org/wiki/Special:FilePath/Campus%20UNICH.jpg;ogólny;włoski, angielski
1001-1200;Włochy;Europa;Uniwersytet Neapolitański „Parthenope”;Uniwersytet Neapolitański „Parthenope” to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Naples. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Włochy;Naples;40.837611111;14.253833333;https://orienta.uniparthenope.it/;http://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A0%20degli%20Studi%20di%20Napoli%20-%20Parthenope%20-%20sede%20Acton.png.jpg;ogólny;włoski, angielski
379;Włochy;Europa;Uniwersytet Neapolitański im. Fryderyka II;Uniwersytet Neapolitański im. Fryderyka II to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Naples. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Włochy;Naples;40.8472;14.2569;http://www.international.unina.it/;http://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A0%20degli%20Studi%20di%20Napoli%20Federico%20II%20%283542%29.jpg;ogólny;włoski, angielski
697;Austria;Europa;Uniwersytet w Klagenfurcie;Uniwersytet w Klagenfurcie to austriacki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Klagenfurt am Wörthersee. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Austria;Klagenfurt am Wörthersee;46.616388888;14.265;https://www.aau.at/;http://commons.wikimedia.org/wiki/Special:FilePath/Aau%20luftbild.jpg;ogólny;niemiecki, angielski
473;Austria;Europa;Uniwersytet Johannesa Keplera w Linzu;Uniwersytet Johannesa Keplera w Linzu to austriacki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Linz. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Austria;Linz;48.3375;14.3175;https://www.jku.at/;http://commons.wikimedia.org/wiki/Special:FilePath/Linz%20-%20JKU%20-%20Science%20Park%202.jpg;ogólny;niemiecki, angielski
416;Czechy;Europa;Czeski Uniwersytet Techniczny w Pradze;Czeski Uniwersytet Techniczny w Pradze to czeska uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych z siedzibą w Prague. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.;Czechy;Prague;50.102166666;14.388472222;https://cvut.cz;http://commons.wikimedia.org/wiki/Special:FilePath/CVUT%20Karlovo%20namesti.jpg;techniczny;czeski, angielski
638;Czechy;Europa;Uniwersytet Chemii i Technologii w Pradze;Uniwersytet Chemii i Technologii w Pradze to czeska uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych z siedzibą w Prague. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.;Czechy;Prague;50.103319;14.389892;http://www.vscht.cz/;http://commons.wikimedia.org/wiki/Special:FilePath/ChemTech%20Institute%2C%20Prague%20Dejvice.jpg;techniczny;czeski, angielski
265;Czechy;Europa;Uniwersytet Karola w Pradze;Uniwersytet Karola w Pradze to czeski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Prague. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Czechy;Prague;50.0884;14.4037;https://cuni.cz;http://commons.wikimedia.org/wiki/Special:FilePath/Praha%2C%20Univerzita%20Karlova%20-%20Karolinum.jpg;ogólny;czeski, angielski
1001-1200;Czechy;Europa;Uniwersytet w South Bohemia;Uniwersytet w South Bohemia to czeski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w České Budějovice 2. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Czechy;České Budějovice 2;48.9786792;14.4485144;http://www.jcu.cz;http://commons.wikimedia.org/wiki/Special:FilePath/%C4%8C.Bud%C4%9Bjovice%2C%20rektor%C3%A1t%20JU%2004%20%28cropped%29.jpg;ogólny;czeski, angielski
1201-1400;Chorwacja;Europa;Uniwersytet w Rijece;Uniwersytet w Rijece to chorwacki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Rijeka. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Chorwacja;Rijeka;45.3256949;14.4541384;http://www.uniri.hr/;http://commons.wikimedia.org/wiki/Special:FilePath/Filozofski%20fakultet%2C%20Rijeka.jpg;ogólny;chorwacki, angielski
741-750;Malta;Europa;Uniwersytet Maltański;Uniwersytet Maltański to maltański uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Msida. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Malta;Msida;35.9025;14.48333333;https://www.um.edu.mt/;http://commons.wikimedia.org/wiki/Special:FilePath/Uni-20malta.jpg;ogólny;angielski, język lokalny
535;Słowenia;Europa;Uniwersytet Lublański;Uniwersytet Lublański to słoweński uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Ljubljana. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Słowenia;Ljubljana;46.048888888;14.503888888;https://www.uni-lj.si/;http://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Ljubljana%20Palace.jpg;ogólny;słoweński, angielski
801-850;Włochy;Europa;Universita' degli studi di Salerno;Universita' degli studi di Salerno to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Salerno. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Włochy;Salerno;40.771111111;14.790555555;https://www.unisa.it;http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20del%20campus%20di%20Fisciano%20dall%27ingresso%20nord%2C%20Universit%C3%A0%20di%20Salerno.jpg;ogólny;włoski, angielski
851-900;Włochy;Europa;Uniwersytet Catania;Uniwersytet Catania to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Catania. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Włochy;Catania;37.5036;15.0867;https://www.unict.it;http://commons.wikimedia.org/wiki/Special:FilePath/Catania%20BW%202012-10-06%2011-26-20.JPG;ogólny;włoski, angielski
668;Austria;Europa;Uniwersytet Karola i Franciszka w Grazu;Uniwersytet Karola i Franciszka w Grazu to austriacki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Graz. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Austria;Graz;47.07761;15.44956;https://www.uni-graz.at/de/;http://commons.wikimedia.org/wiki/Special:FilePath/Graz%20-%20Universit%C3%A4t%2C%20Hauptgeb%C3%A4ude%20%28b%29.JPG;ogólny;niemiecki, angielski
427;Austria;Europa;Uniwersytet Techniczny w Grazu;Uniwersytet Techniczny w Grazu to austriacka uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych z siedzibą w Graz. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.;Austria;Graz;47.068888888;15.45;https://www.tugraz.at/;http://commons.wikimedia.org/wiki/Special:FilePath/TUG%20Alte%20Technik%201.jpg;techniczny;niemiecki, angielski
741-750;Włochy;Europa;Uniwersytet w Messina;Uniwersytet w Messina to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Messina. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Włochy;Messina;38.19241;15.54611;https://www.unime.it;http://commons.wikimedia.org/wiki/Special:FilePath/Facolt%C3%A0%20di%20Scienze%20MFN%20-%20esterno%202.jpg;ogólny;włoski, angielski
310;Szwecja;Europa;Uniwersytet w Linköping;Uniwersytet w Linköping to szwedzki uniwersytet o szerokim profilu kształcenia i badań. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Szwecja;Linköping Municipality;58.399166666;15.576944444;https://liu.se;http://commons.wikimedia.org/wiki/Special:FilePath/Link%C3%B6ping%20University%20admin%20building.jpeg;ogólny;szwedzki, angielski
901-950;Słowenia;Europa;Uniwersytet w Mariborze;Uniwersytet w Mariborze to słoweński uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Maribor. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Słowenia;Maribor;46.559444444;15.644444444;http://www.um.si;http://commons.wikimedia.org/wiki/Special:FilePath/UniverzaMaribor.jpg;ogólny;słoweński, angielski
1001-1200;Czechy;Europa;Uniwersytet w Hradec Kralove;Uniwersytet w Hradec Kralove to czeski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Hradec Králové. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Czechy;Hradec Králové;50.209880555;15.82645;http://www.uhk.cz;http://commons.wikimedia.org/wiki/Special:FilePath/New%20building%20of%20University%20of%20Hradec%20Kralove%2C%20Czech%20Republic.jpg;ogólny;czeski, angielski
701-710;Chorwacja;Europa;Uniwersytet w Zagrzebiu;Uniwersytet w Zagrzebiu to chorwacki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Zagreb. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Chorwacja;Zagreb;45.810672222;15.970097222;http://www.unizg.hr/;http://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Zagreb.jpg;ogólny;chorwacki, angielski
951-1000;Włochy;Europa;Uniwersytet Calabria;Uniwersytet Calabria to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Cosenza. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Włochy;Cosenza;39.3637;16.2265;https://www.unical.it;http://commons.wikimedia.org/wiki/Special:FilePath/Unical%20Rende%20%28CS%29.jpg;ogólny;włoski, angielski
152;Austria;Europa;Uniwersytet Wiedeński;Uniwersytet Wiedeński to austriacki uniwersytet badawczy o szerokim profilu akademickim z siedzibą w Vienna. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.;Austria;Vienna;48.213055555;16.359722222;https://www.univie.ac.at/;http://commons.wikimedia.org/wiki/Special:FilePath/Wien%20-%20Universit%C3%A4t%20%282%29.JPG;ogólny;niemiecki, angielski
197;Austria;Europa;Uniwersytet Techniczny w Wiedniu;Uniwersytet Techniczny w Wiedniu to austriacka uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych z siedzibą w Vienna. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.;Austria;Vienna;48.19862;16.37077;https://www.tuwien.at/;http://commons.wikimedia.org/wiki/Special:FilePath/Technische%20Universit%C3%A4t%20Wien%20mainbuilding%20mainentrance%20northview.jpg;techniczny;niemiecki, angielski
1201-1400;Chorwacja;Europa;Uniwersytet w Splicie;Uniwersytet w Splicie to chorwacki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Split. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.;Chorwacja;Split;43.510959;16.468152;https://www.unist.hr/;http://commons.wikimedia.org/wiki/Special:FilePath/Hauptgeb%C3%A4ude%20Univ%20Split.jpg;ogólny;chorwacki, angielski
